posterior,success
0.3333333333333333,0.33446
0.2222222222222222,0.22384
0.18518518518518517,0.18327
0.1728395061728395,0.17082
0.1687242798353909,0.16865
0.16735253772290803,0.1677
0.1668952903520804,0.16859
0.16674287456180453,0.1681
0.16669206929837924,0.16834
0.16667513421057079,0.16569
0.1666694891813013,0.16765
0.1666676075048781,0.16593
0.16666698027940371,0.16674
0.16666677120424558,0.16569
0.16666670151252622,0.16484
0.16666667828195306,0.16477
0.16666667053842868,0.16798
0.16666666795725388,0.16528
0.1666666670968623,0.16629
0.16666666681006506,0.16682
0.16666666671446598,0.16676
0.16666666668259963,0.16633
0.1666666666719775,0.16504
0.16666666666843682,0.16536
0.16666666666725655,0.16875
0.16666666666686314,0.16627
0.16666666666673202,0.16911
0.16666666666668825,0.1669
0.16666666666667368,0.16636
0.1666666666666688,0.16653
0.16666666666666718,0.16519
0.16666666666666666,0.16684
0.16666666666666644,0.16744
0.1666666666666664,0.16686
0.16666666666666635,0.16767
0.16666666666666638,0.16696
0.16666666666666635,0.16812
0.16666666666666632,0.16625
0.16666666666666635,0.16649
0.16666666666666632,0.16579
0.1666666666666663,0.16717
0.16666666666666627,0.1676
0.16666666666666627,0.1675
0.16666666666666627,0.16639
0.16666666666666624,0.16633
0.16666666666666624,0.16709
0.1666666666666662,0.16684
0.16666666666666624,0.16794
0.1666666666666662,0.1645
0.16666666666666616,0.16797
0.1666666666666662,0.16796
0.1666666666666662,0.16671
0.1666666666666662,0.16577
0.16666666666666619,0.16842
0.16666666666666613,0.16534
0.16666666666666613,0.16791
0.16666666666666616,0.16768
0.16666666666666613,0.16656
0.16666666666666613,0.16521
0.1666666666666661,0.16407
0.16666666666666607,0.16573
0.1666666666666661,0.16496
0.1666666666666661,0.16702
0.1666666666666661,0.16968
0.16666666666666607,0.16537
0.16666666666666607,0.16536
0.16666666666666605,0.16599
0.16666666666666605,0.16722
0.16666666666666602,0.16517
0.16666666666666602,0.16557
0.16666666666666602,0.16835
0.16666666666666596,0.1657
0.166666666666666,0.16642
0.166666666666666,0.16607
0.166666666666666,0.16631
0.16666666666666602,0.16772
0.1666666666666659,0.16748
0.1666666666666659,0.16658
0.16666666666666594,0.16559
0.16666666666666594,0.16846
0.16666666666666588,0.1671
0.1666666666666659,0.16616
0.16666666666666588,0.16778
0.1666666666666659,0.16854
0.16666666666666594,0.16718
0.16666666666666588,0.16691
0.16666666666666594,0.16759
0.16666666666666585,0.16536
0.16666666666666582,0.1683
0.16666666666666577,0.16685
0.16666666666666585,0.16528
0.16666666666666585,0.16456
0.16666666666666582,0.16522
0.16666666666666588,0.16715
0.1666666666666658,0.16595
0.16666666666666577,0.16739
0.16666666666666577,0.16724
0.16666666666666574,0.16619
0.16666666666666577,0.16632
0.1666666666666658,0.16726
0.16666666666666574,0.16611
0.16666666666666574,0.16684
0.1666666666666657,0.16683
0.16666666666666569,0.16539
0.16666666666666566,0.16531
0.16666666666666569,0.16637
0.16666666666666566,0.16621
0.16666666666666566,0.16809
0.16666666666666566,0.16625
0.16666666666666569,0.16621
0.16666666666666566,0.16545
0.16666666666666569,0.16711
0.16666666666666566,0.16635
0.1666666666666656,0.16789
0.1666666666666656,0.16708
0.16666666666666557,0.16756
0.16666666666666563,0.16657
0.16666666666666557,0.16645
0.16666666666666557,0.16623
0.16666666666666557,0.16678
0.1666666666666655,0.16562
0.16666666666666555,0.16844
0.16666666666666555,0.16691
0.1666666666666655,0.16483
0.16666666666666555,0.16854
0.16666666666666546,0.16529
0.16666666666666552,0.16583
0.16666666666666544,0.1655
0.1666666666666655,0.16707
0.16666666666666546,0.16557
0.16666666666666544,0.16582
0.1666666666666654,0.16653
0.16666666666666546,0.16764
0.16666666666666544,0.16623
0.16666666666666538,0.16754
0.16666666666666538,0.16531
0.1666666666666654,0.16642
0.16666666666666538,0.16514
0.16666666666666538,0.16689
0.16666666666666535,0.16739
0.1666666666666653,0.16769
0.16666666666666535,0.16781
0.16666666666666538,0.16854
0.16666666666666533,0.16427
0.16666666666666535,0.16585
0.1666666666666653,0.16833
0.16666666666666527,0.16648
0.16666666666666533,0.16574
0.1666666666666653,0.16649
0.16666666666666524,0.16848
0.1666666666666653,0.16583
0.1666666666666653,0.16709
0.16666666666666516,0.16641
0.16666666666666521,0.16623
0.1666666666666652,0.16673
0.16666666666666524,0.16445
0.16666666666666524,0.16647
0.1666666666666651,0.16519
0.16666666666666521,0.16635
0.16666666666666516,0.16605
0.16666666666666524,0.16566
0.1666666666666651,0.16609
0.16666666666666516,0.16685
0.16666666666666516,0.16801
0.1666666666666652,0.16731
0.1666666666666652,0.16578
0.16666666666666516,0.1681
0.1666666666666651,0.16706
0.16666666666666513,0.16651
0.16666666666666508,0.16487
0.16666666666666508,0.16559
0.16666666666666508,0.16682
0.16666666666666508,0.16626
0.16666666666666502,0.16711
0.1666666666666651,0.16604
0.1666666666666651,0.16464
0.16666666666666508,0.16566
0.16666666666666502,0.16455
0.16666666666666494,0.16641
0.166666666666665,0.16603
0.16666666666666502,0.16777
0.1666666666666649,0.16773
0.16666666666666496,0.16723
0.16666666666666505,0.1679
0.166666666666665,0.16658
0.16666666666666494,0.16536
0.16666666666666496,0.16737
0.16666666666666485,0.16559
0.16666666666666485,0.16513
0.1666666666666649,0.16798
0.16666666666666488,0.1668
0.1666666666666649,0.17071
0.16666666666666483,0.16914
0.16666666666666483,0.16626
0.1666666666666648,0.16514
0.16666666666666483,0.167
0.1666666666666648,0.16545
0.16666666666666483,0.16626
0.16666666666666485,0.1669
0.1666666666666648,0.16488
